epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
96,1716380558.7773569,1716380558.7887304,1716380558.777357,1716380558.7804067,1716380558.7839131,1716380558.7839143,1716380558.7773695,1716380558.780373,1716380558.786995,1716380558.788658,1716380558.7803736,1716380558.7869956,96,0.6450515389442444,4.503147125244141,1716380558.7886581,,,,,,,
97,1716380558.7887619,1716380558.8000367,1716380558.7887623,1716380558.7917244,1716380558.7949758,1716380558.7949762,1716380558.7887754,1716380558.7916908,1716380558.7975833,1716380558.799954,1716380558.7916915,1716380558.797584,97,0.23004163801670074,6.408380031585693,1716380558.7999544,,,,,,,
98,1716380558.8000915,1716380558.8115063,1716380558.800092,1716380558.8030415,1716380558.8062584,1716380558.806259,1716380558.8001058,1716380558.803009,1716380558.8090074,1716380558.8114343,1716380558.8030097,1716380558.8090081,98,0.14970126748085022,4.014075756072998,1716380558.8114345,,,,,,,
99,1716380558.8115375,1716380558.8231895,1716380558.8115377,1716380558.814772,1716380558.81827,1716380558.8182704,1716380558.811551,1716380558.8147373,1716380558.8208828,1716380558.823117,1716380558.814738,1716380558.8208835,99,0.45478352904319763,10.563971519470215,1716380558.8231173,,,,,,,
100,1716380558.8232207,1716380558.8349004,1716380558.823221,1716380558.8264008,1716380558.8298097,1716380558.8298101,1716380558.8232422,1716380558.8263667,1716380558.8323765,1716380558.8348253,1716380558.8263671,1716380558.8323774,100,0.3577950894832611,6.749436855316162,1716380558.8348255,,,,,,,
101,1716380558.8349314,1716380558.8468285,1716380558.8349319,1716380558.838356,1716380558.8416712,1716380558.841672,1716380558.8349445,1716380558.838322,1716380558.8442345,1716380558.8467572,1716380558.8383224,1716380558.8442352,101,0.05537223815917969,4.624230861663818,1716380558.8467574,,,,,,,
102,1716380558.8468592,1716380558.8583267,1716380558.8468595,1716380558.849925,1716380558.8530369,1716380558.8530376,1716380558.8468719,1716380558.8498914,1716380558.8555746,1716380558.8582559,1716380558.849892,1716380558.8555753,102,0.4046141505241394,9.12331485748291,1716380558.858256,,,,,,,
103,1716380558.8583763,1716380558.8698184,1716380558.8583767,1716380558.8615294,1716380558.8647017,1716380558.8647022,1716380558.8583891,1716380558.8614953,1716380558.867128,1716380558.8697474,1716380558.861496,1716380558.8671286,103,0.08708930015563965,6.504676818847656,1716380558.8697476,,,,,,,
104,1716380558.8698494,1716380558.8811522,1716380558.86985,1716380558.8728838,1716380558.8761585,1716380558.8761592,1716380558.869862,1716380558.87285,1716380558.8786352,1716380558.88108,1716380558.8728507,1716380558.8786361,104,0.19132108986377716,3.9717679023742676,1716380558.8810802,,,,,,,
105,1716380558.8811846,1716380558.8924158,1716380558.8811848,1716380558.8842113,1716380558.88743,1716380558.8874304,1716380558.881197,1716380558.8841758,1716380558.8898983,1716380558.8923445,1716380558.8841765,1716380558.889899,105,0.42537298798561096,8.384308815002441,1716380558.8923447,,,,,,,
106,1716380558.892447,1716380558.9037094,1716380558.8924472,1716380558.8955188,1716380558.8988655,1716380558.898866,1716380558.8924599,1716380558.8954644,1716380558.9014535,1716380558.9036381,1716380558.895465,1716380558.9014544,106,0.48362234234809875,4.449329376220703,1716380558.9036384,,,,,,,
107,1716380558.9037406,1716380558.9151278,1716380558.903741,1716380558.9069743,1716380558.9103286,1716380558.910329,1716380558.9037533,1716380558.9069407,1716380558.912703,1716380558.915041,1716380558.9069412,1716380558.9127038,107,0.234849214553833,5.587430477142334,1716380558.9150412,,,,,,,
108,1716380558.9152298,1716380558.926614,1716380558.91523,1716380558.9183316,1716380558.921467,1716380558.9214675,1716380558.9152343,1716380558.9182992,1716380558.9238122,1716380558.9265296,1716380558.9182997,1716380558.9238129,108,0.4707348644733429,3.277869939804077,1716380558.9265296,,,,,,,
109,1716380558.9266539,1716380558.9380677,1716380558.9266546,1716380558.929701,1716380558.9328718,1716380558.9328728,1716380558.9266684,1716380558.9296675,1716380558.9354205,1716380558.9379888,1716380558.9296682,1716380558.9354215,109,0.3308538496494293,7.462000370025635,1716380558.9379892,,,,,,,
110,1716380558.9381108,1716380558.9493382,1716380558.938111,1716380558.9409966,1716380558.9441383,1716380558.9441388,1716380558.938124,1716380558.9409626,1716380558.9464743,1716380558.9492595,1716380558.940963,1716380558.946475,110,0.04309094697237015,5.1848626136779785,1716380558.9492598,,,,,,,
111,1716380558.9493768,1716380558.9605315,1716380558.9493773,1716380558.9524736,1716380558.9556344,1716380558.9556348,1716380558.94939,1716380558.9524393,1716380558.9581878,1716380558.9604497,1716380558.9524398,1716380558.9581888,111,0.17836682498455048,6.860936164855957,1716380558.96045,,,,,,,
112,1716380558.960567,1716380558.971752,1716380558.9605672,1716380558.9634259,1716380558.9668798,1716380558.9668803,1716380558.960581,1716380558.9633925,1716380558.9694848,1716380558.9716725,1716380558.9633932,1716380558.9694855,112,0.17275899648666382,4.432208061218262,1716380558.9716728,,,,,,,
113,1716380558.9717913,1716380558.9833107,1716380558.9717915,1716380558.974941,1716380558.9782085,1716380558.978209,1716380558.9718049,1716380558.9748993,1716380558.980602,1716380558.983232,1716380558.9748998,1716380558.980603,113,0.5967697501182556,10.994951248168945,1716380558.9832323,,,,,,,
114,1716380558.9833455,1716380558.9948177,1716380558.983346,1716380558.9865534,1716380558.9897013,1716380558.989702,1716380558.9833589,1716380558.9865203,1716380558.9921658,1716380558.9947393,1716380558.9865208,1716380558.9921668,114,0.12034600228071213,7.123626708984375,1716380558.9947395,,,,,,,
115,1716380558.9948702,1716380559.0062208,1716380558.9948704,1716380558.9979386,1716380559.001289,1716380559.0012894,1716380558.9948852,1716380558.997904,1716380559.0037346,1716380559.0061398,1716380558.9979045,1716380559.0037353,115,0.18948546051979065,4.189704895019531,1716380559.00614,,,,,,,
116,1716380559.0062625,1716380559.0174825,1716380559.0062628,1716380559.009211,1716380559.0125031,1716380559.0125039,1716380559.0062747,1716380559.0091765,1716380559.0149863,1716380559.0173857,1716380559.009177,1716380559.014987,116,0.9317474961280823,16.396366119384766,1716380559.017386,,,,,,,
117,1716380559.0175242,1716380559.0288022,1716380559.0175247,1716380559.0205894,1716380559.024028,1716380559.0240288,1716380559.0175369,1716380559.0205536,1716380559.0266316,1716380559.0287232,1716380559.020554,1716380559.0266325,117,1.7379966974258423,10.136650085449219,1716380559.0287237,,,,,,,
118,1716380559.0288396,1716380559.0399833,1716380559.0288398,1716380559.0317202,1716380559.0351238,1716380559.0351245,1716380559.028853,1716380559.0316854,1716380559.0374897,1716380559.039855,1716380559.031686,1716380559.0374904,118,0.12033546715974808,6.241065502166748,1716380559.0398552,,,,,,,
119,1716380559.0400274,1716380559.0521884,1716380559.0400276,1716380559.0441215,1716380559.0475745,1716380559.0475752,1716380559.0400467,1716380559.044083,1716380559.0501862,1716380559.0521166,1716380559.0440836,1716380559.050187,119,0.4211072325706482,8.553586959838867,1716380559.052117,,,,,,,
120,1716380559.0522199,1716380559.0634654,1716380559.05222,1716380559.055402,1716380559.0587456,1716380559.0587463,1716380559.0522323,1716380559.055366,1716380559.0613594,1716380559.063393,1716380559.0553668,1716380559.0613601,120,0.07853302359580994,4.677502632141113,1716380559.063393,,,,,,,
121,1716380559.063496,1716380559.0749822,1716380559.0634964,1716380559.066639,1716380559.0698886,1716380559.069889,1716380559.0635092,1716380559.0666034,1716380559.0726523,1716380559.0749042,1716380559.0666041,1716380559.072653,121,0.7346819639205933,9.629767417907715,1716380559.0749042,,,,,,,
122,1716380559.0750144,1716380559.086566,1716380559.0750146,1716380559.0781858,1716380559.081434,1716380559.0814347,1716380559.0750284,1716380559.0781515,1716380559.0839584,1716380559.0864947,1716380559.078152,1716380559.0839593,122,0.8206244707107544,4.930691719055176,1716380559.0864947,,,,,,,
123,1716380559.0865965,1716380559.0980062,1716380559.086597,1716380559.0896041,1716380559.092929,1716380559.0929294,1716380559.0866084,1716380559.0895708,1716380559.0959527,1716380559.097936,1716380559.0895712,1716380559.0959537,123,0.2712790071964264,4.5607008934021,1716380559.0979362,,,,,,,
124,1716380559.0980375,1716380559.1094217,1716380559.0980377,1716380559.1010435,1716380559.104277,1716380559.1042776,1716380559.0980506,1716380559.1010098,1716380559.1068063,1716380559.1093519,1716380559.1010108,1716380559.106807,124,0.25774937868118286,4.718101978302002,1716380559.109352,,,,,,,
125,1716380559.1094532,1716380559.120686,1716380559.1094537,1716380559.1123645,1716380559.1157002,1716380559.1157007,1716380559.1094666,1716380559.1123312,1716380559.1181998,1716380559.120613,1716380559.1123319,1716380559.1182005,125,0.13088002800941467,5.053929805755615,1716380559.1206133,,,,,,,
126,1716380559.1207178,1716380559.131971,1716380559.120718,1716380559.1236656,1716380559.1268277,1716380559.1268282,1716380559.1207306,1716380559.1236324,1716380559.129307,1716380559.1319034,1716380559.123633,1716380559.129308,126,0.21069562435150146,4.739627838134766,1716380559.1319034,,,,,,,
127,1716380559.132002,1716380559.1432476,1716380559.1320024,1716380559.134961,1716380559.138208,1716380559.1382082,1716380559.1320145,1716380559.1349204,1716380559.1407146,1716380559.143167,1716380559.134921,1716380559.1407156,127,0.4047420024871826,7.770024299621582,1716380559.1431673,,,,,,,
128,1716380559.1432884,1716380559.1547496,1716380559.1432889,1716380559.146413,1716380559.1496086,1716380559.1496093,1716380559.143307,1716380559.14638,1716380559.1521494,1716380559.154678,1716380559.146381,1716380559.1521502,128,0.4832572937011719,3.4580399990081787,1716380559.1546783,,,,,,,
129,1716380559.1547804,1716380559.1663446,1716380559.1547809,1716380559.1579795,1716380559.161671,1716380559.1616714,1716380559.1548018,1716380559.1579413,1716380559.164059,1716380559.1662734,1716380559.1579418,1716380559.1640596,129,1.1061888933181763,12.517304420471191,1716380559.1662736,,,,,,,
130,1716380559.1663756,1716380559.177791,1716380559.166376,1716380559.1694226,1716380559.1726854,1716380559.1726859,1716380559.1663888,1716380559.1693885,1716380559.175234,1716380559.1777215,1716380559.169389,1716380559.175235,130,1.4774640798568726,7.222291469573975,1716380559.1777215,,,,,,,
131,1716380559.177822,1716380559.189202,1716380559.1778224,1716380559.1808054,1716380559.1841905,1716380559.184191,1716380559.177844,1716380559.1807725,1716380559.1869218,1716380559.1891317,1716380559.180773,1716380559.1869226,131,0.058662090450525284,5.6250715255737305,1716380559.189132,,,,,,,
132,1716380559.189233,1716380559.2005482,1716380559.1892338,1716380559.192259,1716380559.1955154,1716380559.1955159,1716380559.189246,1716380559.1922264,1716380559.1981983,1716380559.2004771,1716380559.192227,1716380559.1981993,132,0.10957924276590347,4.2064900398254395,1716380559.2004774,,,,,,,
133,1716380559.2005796,1716380559.2116666,1716380559.20058,1716380559.2033968,1716380559.2066383,1716380559.2066388,1716380559.2005877,1716380559.2033625,1716380559.209206,1716380559.2115812,1716380559.2033632,1716380559.2092066,133,0.1984381377696991,6.209664821624756,1716380559.2115812,,,,,,,
134,1716380559.2116978,1716380559.2229664,1716380559.2116983,1716380559.2148056,1716380559.2179549,1716380559.2179554,1716380559.211711,1716380559.214772,1716380559.2205963,1716380559.2228944,1716380559.2147725,1716380559.220597,134,0.10890192538499832,4.193401336669922,1716380559.2228947,,,,,,,
135,1716380559.2230585,1716380559.2342572,1716380559.223059,1716380559.2261307,1716380559.2293444,1716380559.2293448,1716380559.223066,1716380559.226094,1716380559.2319362,1716380559.2341862,1716380559.2260945,1716380559.231937,135,0.2377917468547821,5.327868461608887,1716380559.2341864,,,,,,,
136,1716380559.2342887,1716380559.2455626,1716380559.234289,1716380559.2375028,1716380559.2410634,1716380559.2410643,1716380559.2343013,1716380559.2374518,1716380559.2434285,1716380559.2454925,1716380559.2374523,1716380559.2434292,136,0.2084527611732483,4.62802267074585,1716380559.2454927,,,,,,,
137,1716380559.2455938,1716380559.2566428,1716380559.245594,1716380559.248507,1716380559.251785,1716380559.2517858,1716380559.2456064,1716380559.2484734,1716380559.2543828,1716380559.2565567,1716380559.248474,1716380559.2543836,137,0.15140074491500854,4.9818220138549805,1716380559.256557,,,,,,,
138,1716380559.256674,1716380559.2678223,1716380559.2566743,1716380559.2596867,1716380559.26286,1716380559.2628605,1716380559.2566874,1716380559.2596538,1716380559.2655132,1716380559.267752,1716380559.2596543,1716380559.2655141,138,0.3369210660457611,5.385799407958984,1716380559.2677522,,,,,,,
139,1716380559.2678535,1716380559.2790554,1716380559.2678537,1716380559.2708323,1716380559.274281,1716380559.2742815,1716380559.2678666,1716380559.2707999,1716380559.2769992,1716380559.2789848,1716380559.2708004,1716380559.277,139,0.46513932943344116,9.2575044631958,1716380559.278985,,,,,,,
140,1716380559.2790911,1716380559.290268,1716380559.2790914,1716380559.282038,1716380559.2855365,1716380559.2855372,1716380559.2791119,1716380559.2820048,1716380559.2882974,1716380559.290196,1716380559.2820055,1716380559.2882981,140,0.27907851338386536,4.638798236846924,1716380559.2901962,,,,,,,
141,1716380559.2902997,1716380559.301483,1716380559.2903,1716380559.2932773,1716380559.2966373,1716380559.2966378,1716380559.290321,1716380559.2932436,1716380559.2991586,1716380559.3014045,1716380559.2932441,1716380559.2991593,141,0.4286983013153076,9.433685302734375,1716380559.3014047,,,,,,,
142,1716380559.3015177,1716380559.3127773,1716380559.3015184,1716380559.3045807,1716380559.3077796,1716380559.3077803,1716380559.3015316,1716380559.3045475,1716380559.3103652,1716380559.312684,1716380559.3045478,1716380559.310366,142,0.23070290684700012,3.9787919521331787,1716380559.3126843,,,,,,,
143,1716380559.3128154,1716380559.323972,1716380559.3128157,1716380559.3158474,1716380559.3189394,1716380559.31894,1716380559.3128283,1716380559.315815,1716380559.3215637,1716380559.3238907,1716380559.3158154,1716380559.3215644,143,1.1178669929504395,12.641143798828125,1716380559.323891,,,,,,,
144,1716380559.324029,1716380559.335162,1716380559.3240294,1716380559.3269658,1716380559.3301792,1716380559.3301802,1716380559.3240428,1716380559.3269327,1716380559.3327873,1716380559.3350763,1716380559.3269331,1716380559.332788,144,0.6431450247764587,8.046758651733398,1716380559.3350766,,,,,,,
145,1716380559.3351965,1716380559.346558,1716380559.335197,1716380559.3384197,1716380559.3417108,1716380559.3417113,1716380559.3352108,1716380559.338387,1716380559.3442707,1716380559.346477,1716380559.3383877,1716380559.3442714,145,0.11926966905593872,4.20304012298584,1716380559.3464773,,,,,,,
146,1716380559.346594,1716380559.3582425,1716380559.3465943,1716380559.3498569,1716380559.353268,1716380559.3532686,1716380559.3466077,1716380559.3498235,1716380559.355699,1716380559.358171,1716380559.349824,1716380559.3556998,146,2.0477406978607178,12.9152193069458,1716380559.3581712,,,,,,,
147,1716380559.3582735,1716380559.3695707,1716380559.3582737,1716380559.3611183,1716380559.3642967,1716380559.3642972,1716380559.358294,1716380559.3610845,1716380559.3667808,1716380559.3694956,1716380559.3610852,1716380559.3667815,147,1.8640556335449219,5.157029628753662,1716380559.3694959,,,,,,,
148,1716380559.3696012,1716380559.3810585,1716380559.3696017,1716380559.3725972,1716380559.3757582,1716380559.3757586,1716380559.369614,1716380559.3725538,1716380559.3782094,1716380559.3809867,1716380559.3725543,1716380559.37821,148,0.5387341976165771,3.268989324569702,1716380559.3809867,,,,,,,
149,1716380559.3810894,1716380559.3924553,1716380559.3810897,1716380559.3840482,1716380559.387139,1716380559.3871396,1716380559.3811023,1716380559.384015,1716380559.3895278,1716380559.3923843,1716380559.3840156,1716380559.3895285,149,1.185117244720459,8.22810173034668,1716380559.3923845,,,,,,,
150,1716380559.392486,1716380559.4038596,1716380559.3924863,1716380559.395467,1716380559.398587,1716380559.3985875,1716380559.392499,1716380559.3954332,1716380559.4010391,1716380559.403788,1716380559.3954337,1716380559.4010398,150,1.3364404439926147,3.2206146717071533,1716380559.4037886,,,,,,,
