epoch,start.epoch,end.epoch,start.epoch_calculation,start.discriminator_train,end.discriminator_train,start.generator_train,start.generate_data,end.generate_data,end.generator_train,end.epoch_calculation,start.calc_gradients,end.calc_gradients,absolut_step,mean_d_loss,mean_g_loss,start.train,end.train,start.fid,end.fid,start.is,end.is,fid,is
5279,1716380680.186088,1716380680.1980388,1716380680.1860886,1716380680.1892638,1716380680.1929677,1716380680.1929681,1716380680.1861062,1716380680.1892278,1716380680.1956549,1716380680.1979644,1716380680.1892285,1716380680.1956556,5279,1.6582529544830322,4.4306559562683105,1716380680.1979651,,,,,,,
5280,1716380680.1980877,1716380680.2101228,1716380680.1980882,1716380680.2014234,1716380680.204972,1716380680.2049725,1716380680.1981091,1716380680.2013881,1716380680.2076523,1716380680.210042,1716380680.2013886,1716380680.207653,5280,1.9432241916656494,0.903028666973114,1716380680.2100425,,,,,,,
5281,1716380680.2101555,1716380680.2221358,1716380680.210156,1716380680.2134387,1716380680.2174602,1716380680.2174606,1716380680.2101755,1716380680.2134025,1716380680.2201042,1716380680.2220533,1716380680.2134032,1716380680.220105,5281,1.4771552085876465,2.933504104614258,1716380680.2220535,,,,,,,
5282,1716380680.222169,1716380680.2341094,1716380680.2221692,1716380680.225408,1716380680.2288706,1716380680.2288713,1716380680.222189,1716380680.2253726,1716380680.2314358,1716380680.2340336,1716380680.2253735,1716380680.2314367,5282,1.2402316331863403,1.483473539352417,1716380680.2340338,,,,,,,
5283,1716380680.2341409,1716380680.2462637,1716380680.234141,1716380680.237481,1716380680.240993,1716380680.2409937,1716380680.2341602,1716380680.237443,1716380680.243627,1716380680.2461872,1716380680.2374437,1716380680.2436278,5283,1.324146032333374,1.4245985746383667,1716380680.2461874,,,,,,,
5284,1716380680.246297,1716380680.2584002,1716380680.2462974,1716380680.249558,1716380680.2528903,1716380680.2528913,1716380680.246316,1716380680.2495234,1716380680.2554164,1716380680.258325,1716380680.249524,1716380680.255417,5284,1.833073616027832,1.5295816659927368,1716380680.2583253,,,,,,,
5285,1716380680.2584333,1716380680.2703834,1716380680.2584336,1716380680.2616181,1716380680.2649608,1716380680.2649612,1716380680.258453,1716380680.261584,1716380680.2675292,1716380680.2703104,1716380680.2615848,1716380680.2675302,5285,1.1504031419754028,2.001784563064575,1716380680.2703106,,,,,,,
5286,1716380680.270414,1716380680.2826445,1716380680.2704146,1716380680.2737112,1716380680.277101,1716380680.2771018,1716380680.2704368,1716380680.2736776,1716380680.2796593,1716380680.2825522,1716380680.273678,1716380680.27966,5286,0.40846002101898193,2.297128200531006,1716380680.2825527,,,,,,,
5287,1716380680.2827454,1716380680.2948813,1716380680.2827458,1716380680.285924,1716380680.2892494,1716380680.2892504,1716380680.2827537,1716380680.2858872,1716380680.291789,1716380680.2948098,1716380680.2858877,1716380680.2917898,5287,0.4636963903903961,2.4385783672332764,1716380680.29481,,,,,,,
5288,1716380680.2949128,1716380680.3072603,1716380680.294913,1716380680.298119,1716380680.3015199,1716380680.3015203,1716380680.2949307,1716380680.2980838,1716380680.304107,1716380680.3071873,1716380680.2980845,1716380680.3041077,5288,0.6643332242965698,1.9548946619033813,1716380680.3071876,,,,,,,
5289,1716380680.3072917,1716380680.319452,1716380680.307292,1716380680.3103244,1716380680.3135662,1716380680.3135667,1716380680.307308,1716380680.3102906,1716380680.316141,1716380680.3193798,1716380680.3102913,1716380680.3161416,5289,0.9414113163948059,3.12982439994812,1716380680.31938,,,,,,,
5290,1716380680.3194838,1716380680.3316193,1716380680.319484,1716380680.322555,1716380680.3258283,1716380680.325829,1716380680.319502,1716380680.3225214,1716380680.3283894,1716380680.3315465,1716380680.3225222,1716380680.3283904,5290,0.35681331157684326,2.753603458404541,1716380680.3315468,,,,,,,
5291,1716380680.3316505,1716380680.343839,1716380680.3316507,1716380680.3346953,1716380680.3380725,1716380680.338073,1716380680.3316689,1716380680.3346615,1716380680.3405607,1716380680.3437676,1716380680.334662,1716380680.3405614,5291,0.37317174673080444,2.462177276611328,1716380680.343768,,,,,,,
5292,1716380680.3438697,1716380680.3560443,1716380680.3438964,1716380680.3468666,1716380680.3502185,1716380680.3502192,1716380680.3439178,1716380680.346833,1716380680.3528528,1716380680.355973,1716380680.3468337,1716380680.3528535,5292,0.5650910139083862,2.832037925720215,1716380680.355973,,,,,,,
5293,1716380680.35608,1716380680.368291,1716380680.3560803,1716380680.359131,1716380680.3622746,1716380680.3622751,1716380680.356098,1716380680.359097,1716380680.3649447,1716380680.3682191,1716380680.3590977,1716380680.3649454,5293,0.5420219898223877,2.0504589080810547,1716380680.3682194,,,,,,,
5294,1716380680.368322,1716380680.3803787,1716380680.3683221,1716380680.3712878,1716380680.3745067,1716380680.3745074,1716380680.3683403,1716380680.3712537,1716380680.3772395,1716380680.3803067,1716380680.3712544,1716380680.3772404,5294,0.4979902505874634,3.3013627529144287,1716380680.3803072,,,,,,,
5295,1716380680.3804104,1716380680.3924541,1716380680.3804107,1716380680.3834774,1716380680.3867166,1716380680.386717,1716380680.3804293,1716380680.3834443,1716380680.3892503,1716380680.3923826,1716380680.3834448,1716380680.3892512,5295,0.8911135792732239,1.9743660688400269,1716380680.3923829,,,,,,,
5296,1716380680.3925025,1716380680.4044595,1716380680.3925028,1716380680.3955424,1716380680.3990564,1716380680.3990571,1716380680.3925235,1716380680.3955045,1716380680.4016693,1716380680.404387,1716380680.3955052,1716380680.4016705,5296,0.9569080471992493,3.422973394393921,1716380680.4043872,,,,,,,
5297,1716380680.4044905,1716380680.4165978,1716380680.404491,1716380680.4076889,1716380680.411129,1716380680.41113,1716380680.4045076,1716380680.4076517,1716380680.4135349,1716380680.4165256,1716380680.4076524,1716380680.4135358,5297,0.9310956001281738,1.4326140880584717,1716380680.4165258,,,,,,,
5298,1716380680.4166453,1716380680.428372,1716380680.4166455,1716380680.419556,1716380680.4227793,1716380680.4227798,1716380680.4166663,1716380680.419522,1716380680.4253483,1716380680.4282992,1716380680.4195228,1716380680.4253492,5298,0.9546213150024414,3.334075689315796,1716380680.4282994,,,,,,,
5299,1716380680.4284031,1716380680.4401803,1716380680.4284036,1716380680.4313543,1716380680.4349449,1716380680.4349458,1716380680.4284208,1716380680.4313204,1716380680.4378955,1716380680.440101,1716380680.431321,1716380680.4378963,5299,0.5809299349784851,1.6267458200454712,1716380680.4401011,,,,,,,
5300,1716380680.4402266,1716380680.451857,1716380680.4402268,1716380680.4431915,1716380680.4467115,1716380680.4467125,1716380680.4402497,1716380680.4431567,1716380680.4493282,1716380680.451782,1716380680.4431572,1716380680.4493291,5300,0.7438188791275024,2.402981996536255,1716380680.4517822,,,,,,,
5301,1716380680.451902,1716380680.4635582,1716380680.4519022,1716380680.454903,1716380680.45841,1716380680.4584105,1716380680.4519198,1716380680.4548676,1716380680.461389,1716380680.4634817,1716380680.4548686,1716380680.4613898,5301,0.5890766382217407,2.1443727016448975,1716380680.4634821,,,,,,,
5302,1716380680.4635897,1716380680.4753678,1716380680.46359,1716380680.466742,1716380680.4703076,1716380680.4703083,1716380680.4636078,1716380680.466707,1716380680.4730532,1716380680.475292,1716380680.4667077,1716380680.473054,5302,0.49328261613845825,2.391439199447632,1716380680.4752922,,,,,,,
5303,1716380680.4753993,1716380680.4874647,1716380680.4753995,1716380680.4786468,1716380680.4820185,1716380680.4820192,1716380680.4754238,1716380680.4786122,1716380680.4845243,1716380680.4873888,1716380680.4786127,1716380680.484525,5303,0.24326816201210022,2.6086556911468506,1716380680.487389,,,,,,,
5304,1716380680.4875152,1716380680.4992952,1716380680.4875157,1716380680.4904563,1716380680.493882,1716380680.4938827,1716380680.487547,1716380680.490422,1716380680.4965165,1716380680.4992197,1716380680.4904227,1716380680.4965172,5304,0.3257884383201599,2.4807755947113037,1716380680.4992201,,,,,,,
5305,1716380680.4993272,1716380680.5113182,1716380680.4993274,1716380680.5023816,1716380680.5058231,1716380680.505824,1716380680.4993465,1716380680.5023472,1716380680.5083778,1716380680.5112376,1716380680.502348,1716380680.5083785,5305,0.37632861733436584,2.8578693866729736,1716380680.511238,,,,,,,
5306,1716380680.511364,1716380680.5232325,1716380680.5113645,1716380680.5144553,1716380680.5179315,1716380680.5179322,1716380680.5113869,1716380680.5144207,1716380680.5204427,1716380680.5231545,1716380680.5144215,1716380680.5204437,5306,0.6458336114883423,3.347311019897461,1716380680.5231547,,,,,,,
5307,1716380680.5232806,1716380680.5351372,1716380680.523281,1716380680.526448,1716380680.5297801,1716380680.529781,1716380680.5233042,1716380680.5264142,1716380680.532255,1716380680.535059,1716380680.5264146,1716380680.532256,5307,0.8780995011329651,1.7954899072647095,1716380680.5350595,,,,,,,
5308,1716380680.5351985,1716380680.5471556,1716380680.535199,1716380680.5385978,1716380680.5422893,1716380680.54229,1716380680.5352216,1716380680.5384884,1716380680.54492,1716380680.5470786,1716380680.538489,1716380680.544921,5308,0.7776635885238647,2.801347017288208,1716380680.5470788,,,,,,,
5309,1716380680.547215,1716380680.5590274,1716380680.5472157,1716380680.5503564,1716380680.5537682,1716380680.5537686,1716380680.5472374,1716380680.5503216,1716380680.5563478,1716380680.5589514,1716380680.5503225,1716380680.5563486,5309,0.38100120425224304,2.322211265563965,1716380680.5589516,,,,,,,
5310,1716380680.5590658,1716380680.57104,1716380680.559066,1716380680.5623062,1716380680.5659611,1716380680.565962,1716380680.5590832,1716380680.5622718,1716380680.568619,1716380680.5709639,1716380680.5622725,1716380680.5686197,5310,0.4366801381111145,2.305159330368042,1716380680.5709643,,,,,,,
5311,1716380680.5710711,1716380680.5828903,1716380680.5710714,1716380680.574185,1716380680.5778744,1716380680.5778751,1716380680.5710938,1716380680.57415,1716380680.580293,1716380680.582815,1716380680.5741506,1716380680.5802937,5311,0.6219356060028076,3.09005069732666,1716380680.5828152,,,,,,,
5312,1716380680.5829403,1716380680.5949955,1716380680.5829406,1716380680.5864158,1716380680.5901372,1716380680.5901384,1716380680.5829635,1716380680.5863793,1716380680.593245,1716380680.5949123,1716380680.58638,1716380680.593246,5312,0.8506086468696594,1.3292404413223267,1716380680.5949128,,,,,,,
5313,1716380680.5950274,1716380680.6071928,1716380680.595028,1716380680.5982676,1716380680.6016862,1716380680.601687,1716380680.5950463,1716380680.5982323,1716380680.604153,1716380680.6071184,1716380680.5982327,1716380680.6041536,5313,0.752829909324646,3.835930585861206,1716380680.6071184,,,,,,,
5314,1716380680.60729,1716380680.6194324,1716380680.6072903,1716380680.6104736,1716380680.6138127,1716380680.6138134,1716380680.607295,1716380680.610439,1716380680.6163259,1716380680.6193585,1716380680.6104398,1716380680.6163268,5314,0.535567581653595,1.9159961938858032,1716380680.6193588,,,,,,,
5315,1716380680.6194642,1716380680.6316206,1716380680.6194644,1716380680.6224887,1716380680.6258812,1716380680.6258817,1716380680.619484,1716380680.6224546,1716380680.6283824,1716380680.6315453,1716380680.6224554,1716380680.6283832,5315,0.6880660653114319,3.2264554500579834,1716380680.6315455,,,,,,,
5316,1716380680.631671,1716380680.6438878,1716380680.6316712,1716380680.634764,1716380680.6382127,1716380680.6382134,1716380680.6316936,1716380680.6347284,1716380680.6406574,1716380680.6437948,1716380680.6347291,1716380680.6406584,5316,0.4101232588291168,2.569429874420166,1716380680.643795,,,,,,,
5317,1716380680.6439345,1716380680.6560657,1716380680.643935,1716380680.6471083,1716380680.650478,1716380680.6504784,1716380680.6439555,1716380680.6470733,1716380680.65292,1716380680.655988,1716380680.647074,1716380680.6529207,5317,0.55758136510849,2.0616958141326904,1716380680.6559882,,,,,,,
5318,1716380680.6561167,1716380680.6684797,1716380680.6561172,1716380680.6594572,1716380680.6630676,1716380680.663068,1716380680.6561394,1716380680.659423,1716380680.6654897,1716380680.668401,1716380680.659424,1716380680.6654906,5318,0.5332521200180054,3.079981803894043,1716380680.6684015,,,,,,,
5319,1716380680.6685302,1716380680.680665,1716380680.6685305,1716380680.671606,1716380680.6750839,1716380680.6750844,1716380680.6685526,1716380680.671571,1716380680.6775672,1716380680.6805933,1716380680.6715717,1716380680.677568,5319,0.48249727487564087,2.690591335296631,1716380680.6805935,,,,,,,
5320,1716380680.6807137,1716380680.6928496,1716380680.680714,1716380680.683854,1716380680.6873703,1716380680.687371,1716380680.6807356,1716380680.6838198,1716380680.689893,1716380680.6927724,1716380680.6838205,1716380680.6898942,5320,1.2940397262573242,1.011435866355896,1716380680.6927726,,,,,,,
5321,1716380680.692897,1716380680.7050428,1716380680.6928976,1716380680.6961262,1716380680.6995351,1716380680.6995356,1716380680.692918,1716380680.6960902,1716380680.7020488,1716380680.7049694,1716380680.6960907,1716380680.7020497,5321,1.371915340423584,5.009223461151123,1716380680.7049696,,,,,,,
5322,1716380680.705091,1716380680.717146,1716380680.7050915,1716380680.708217,1716380680.7117789,1716380680.7117796,1716380680.705114,1716380680.7081811,1716380680.7141814,1716380680.7170718,1716380680.7081819,1716380680.7141821,5322,2.355114459991455,0.7907005548477173,1716380680.717072,,,,,,,
5323,1716380680.7171774,1716380680.7293227,1716380680.7171776,1716380680.7203684,1716380680.723747,1716380680.7237475,1716380680.7172034,1716380680.7203345,1716380680.7262745,1716380680.729251,1716380680.720335,1716380680.7262757,5323,1.5911985635757446,4.9817070960998535,1716380680.7292511,,,,,,,
5324,1716380680.729354,1716380680.7413712,1716380680.7293541,1716380680.7324345,1716380680.7360387,1716380680.7360392,1716380680.7293775,1716380680.7324007,1716380680.7386599,1716380680.7412994,1716380680.7324011,1716380680.7386606,5324,1.4311869144439697,0.6865310072898865,1716380680.7412996,,,,,,,
5325,1716380680.7414029,1716380680.753314,1716380680.741403,1716380680.7444918,1716380680.7479591,1716380680.7479596,1716380680.7414207,1716380680.744457,1716380680.7503393,1716380680.753237,1716380680.7444577,1716380680.75034,5325,1.1067967414855957,4.433183670043945,1716380680.7532375,,,,,,,
5326,1716380680.753364,1716380680.7652996,1716380680.7533643,1716380680.756543,1716380680.7599313,1716380680.759932,1716380680.753387,1716380680.7565064,1716380680.762408,1716380680.7652185,1716380680.756507,1716380680.762409,5326,0.6463378071784973,1.7075353860855103,1716380680.7652187,,,,,,,
5327,1716380680.7653475,1716380680.777182,1716380680.7653482,1716380680.7685013,1716380680.7719042,1716380680.771905,1716380680.7653708,1716380680.7684572,1716380680.774385,1716380680.7771077,1716380680.7684577,1716380680.7743857,5327,0.3025367558002472,2.8846566677093506,1716380680.7771082,,,,,,,
5328,1716380680.7772133,1716380680.789247,1716380680.7772138,1716380680.7804108,1716380680.7838504,1716380680.7838511,1716380680.77724,1716380680.780377,1716380680.7864492,1716380680.7891507,1716380680.7803776,1716380680.7864501,5328,1.2317895889282227,1.0454375743865967,1716380680.7891512,,,,,,,
5329,1716380680.7892914,1716380680.80156,1716380680.7892919,1716380680.7927306,1716380680.7962186,1716380680.7962193,1716380680.7893114,1716380680.7926962,1716380680.7988377,1716380680.8014853,1716380680.7926972,1716380680.7988386,5329,0.9905381202697754,3.595978260040283,1716380680.8014855,,,,,,,
5330,1716380680.8015914,1716380680.813498,1716380680.8015919,1716380680.8046896,1716380680.808166,1716380680.808167,1716380680.8016145,1716380680.804655,1716380680.8106823,1716380680.8134189,1716380680.8046558,1716380680.8106835,5330,1.1033318042755127,1.1460812091827393,1716380680.813419,,,,,,,
5331,1716380680.8135293,1716380680.8254857,1716380680.8135295,1716380680.8167267,1716380680.8201706,1716380680.8201714,1716380680.813549,1716380680.8166907,1716380680.8226624,1716380680.8254077,1716380680.8166912,1716380680.8226633,5331,0.9927799701690674,3.0489113330841064,1716380680.825408,,,,,,,
5332,1716380680.825518,1716380680.8374825,1716380680.8255181,1716380680.8287694,1716380680.832341,1716380680.8323414,1716380680.8255403,1716380680.8287325,1716380680.8348653,1716380680.8373988,1716380680.8287332,1716380680.8348665,5332,1.397413730621338,1.5429352521896362,1716380680.837399,,,,,,,
5333,1716380680.837516,1716380680.849604,1716380680.8375163,1716380680.8407507,1716380680.8442764,1716380680.8442771,1716380680.8375363,1716380680.8407168,1716380680.8467624,1716380680.8495317,1716380680.8407176,1716380680.8467636,5333,1.0631599426269531,2.737225294113159,1716380680.849532,,,,,,,
5334,1716380680.8496354,1716380680.861704,1716380680.8496356,1716380680.8528457,1716380680.8563235,1716380680.8563244,1716380680.849658,1716380680.8528097,1716380680.8588147,1716380680.8616307,1716380680.8528104,1716380680.8588154,5334,1.0691618919372559,1.3931314945220947,1716380680.861631,,,,,,,
5335,1716380680.8617353,1716380680.8737776,1716380680.8617356,1716380680.8648026,1716380680.868243,1716380680.8682435,1716380680.861761,1716380680.8647687,1716380680.870822,1716380680.873705,1716380680.8647692,1716380680.8708227,5335,1.2790143489837646,1.6669524908065796,1716380680.8737051,,,,,,,
5336,1716380680.8738089,1716380680.8859184,1716380680.873809,1716380680.8769841,1716380680.8805957,1716380680.8805964,1716380680.873835,1716380680.876949,1716380680.882999,1716380680.885838,1716380680.8769498,1716380680.883,5336,0.8082252740859985,2.119271755218506,1716380680.8858383,,,,,,,
5337,1716380680.8859534,1716380680.8980536,1716380680.885954,1716380680.8892257,1716380680.892719,1716380680.8927195,1716380680.8859735,1716380680.8891928,1716380680.89511,1716380680.8979611,1716380680.8891933,1716380680.8951106,5337,0.5945252776145935,2.6607253551483154,1716380680.8979614,,,,,,,
5338,1716380680.898087,1716380680.910071,1716380680.8980873,1716380680.9012396,1716380680.9045975,1716380680.9045982,1716380680.898123,1716380680.9012048,1716380680.9071608,1716380680.9099982,1716380680.9012055,1716380680.9071617,5338,1.4949016571044922,1.056354284286499,1716380680.9099987,,,,,,,
5339,1716380680.9101026,1716380680.9220657,1716380680.9101028,1716380680.913174,1716380680.9168558,1716380680.9168565,1716380680.9101212,1716380680.9131403,1716380680.9193306,1716380680.921985,1716380680.9131408,1716380680.9193313,5339,0.5751125812530518,3.1772115230560303,1716380680.9219856,,,,,,,
5340,1716380680.9220977,1716380680.9341133,1716380680.922098,1716380680.9253454,1716380680.929034,1716380680.9290347,1716380680.9221232,1716380680.9253092,1716380680.931673,1716380680.9340394,1716380680.92531,1716380680.9316738,5340,0.4169372618198395,2.5417888164520264,1716380680.9340394,,,,,,,
5341,1716380680.9342463,1716380680.9464266,1716380680.934247,1716380680.9377363,1716380680.9409802,1716380680.9409807,1716380680.9342544,1716380680.9377015,1716380680.9434488,1716380680.9463513,1716380680.937702,1716380680.9434495,5341,0.4697034955024719,3.2612481117248535,1716380680.9463515,,,,,,,
5342,1716380680.9464605,1716380680.9582326,1716380680.946461,1716380680.949578,1716380680.952969,1716380680.9529698,1716380680.9464848,1716380680.9495423,1716380680.9553742,1716380680.9581594,1716380680.9495432,1716380680.9553754,5342,0.4658507704734802,2.712334394454956,1716380680.9581597,,,,,,,
5343,1716380680.9582646,1716380680.9702313,1716380680.9582648,1716380680.961394,1716380680.9647763,1716380680.964777,1716380680.9582899,1716380680.9613602,1716380680.9673488,1716380680.9701586,1716380680.961361,1716380680.9673495,5343,0.5546364188194275,2.2509007453918457,1716380680.9701588,,,,,,,
5344,1716380680.9702625,1716380680.9823086,1716380680.9702628,1716380680.9734313,1716380680.9770515,1716380680.9770522,1716380680.9702823,1716380680.9733973,1716380680.9795082,1716380680.9822364,1716380680.973398,1716380680.9795094,5344,0.6082625389099121,3.2311761379241943,1716380680.9822364,,,,,,,
5345,1716380680.98234,1716380680.994661,1716380680.9823403,1716380680.9855587,1716380680.9888778,1716380680.9888783,1716380680.9823658,1716380680.985524,1716380680.9915338,1716380680.9945858,1716380680.9855244,1716380680.9915347,5345,0.35944944620132446,2.922769069671631,1716380680.9945862,,,,,,,
5346,1716380680.9946928,1716380681.0070505,1716380680.994693,1716380680.9980676,1716380681.001711,1716380681.0017116,1716380680.9947171,1716380680.9980338,1716380681.0042188,1716380681.0069754,1716380680.9980345,1716380681.0042195,5346,1.3459527492523193,1.3912107944488525,1716380681.0069757,,,,,,,
5347,1716380681.0071015,1716380681.0192158,1716380681.0071018,1716380681.010328,1716380681.0138097,1716380681.0138102,1716380681.0071242,1716380681.0102935,1716380681.016393,1716380681.0191367,1716380681.0102942,1716380681.0163937,5347,0.9565841555595398,4.7605299949646,1716380681.0191367,,,,,,,
5348,1716380681.0192707,1716380681.0318108,1716380681.0192711,1716380681.02267,1716380681.0264556,1716380681.0264564,1716380681.0192943,1716380681.0226357,1716380681.0289857,1716380681.0317304,1716380681.0226362,1716380681.028987,5348,1.1005409955978394,0.695927619934082,1716380681.0317307,,,,,,,
5349,1716380681.031865,1716380681.044344,1716380681.0318654,1716380681.035114,1716380681.0387135,1716380681.038714,1716380681.0319052,1716380681.0350797,1716380681.041412,1716380681.0442655,1716380681.0350804,1716380681.041413,5349,1.4221755266189575,2.812769651412964,1716380681.044266,,,,,,,
5350,1716380681.0443938,1716380681.0568178,1716380681.044394,1716380681.0477016,1716380681.0512192,1716380681.0512197,1716380681.0444167,1716380681.047665,1716380681.0537963,1716380681.0567384,1716380681.0476658,1716380681.053797,5350,0.5062061548233032,3.0467188358306885,1716380681.0567386,,,,,,,
5351,1716380681.05687,1716380681.0691016,1716380681.0568702,1716380681.060153,1716380681.0641673,1716380681.064168,1716380681.0568948,1716380681.060097,1716380681.0668447,1716380681.0690155,1716380681.060098,1716380681.0668454,5351,0.95119708776474,1.823425531387329,1716380681.0690157,,,,,,,
5352,1716380681.069133,1716380681.0813954,1716380681.0691333,1716380681.072527,1716380681.0760858,1716380681.0760865,1716380681.069169,1716380681.0724893,1716380681.0786335,1716380681.0813208,1716380681.07249,1716380681.0786343,5352,0.5018972158432007,2.9108054637908936,1716380681.081321,,,,,,,
5353,1716380681.0814266,1716380681.0936835,1716380681.0814269,1716380681.0846624,1716380681.08835,1716380681.0883505,1716380681.081449,1716380681.084628,1716380681.0909343,1716380681.0936027,1716380681.0846288,1716380681.090935,5353,0.7974605560302734,1.4861027002334595,1716380681.0936031,,,,,,,
5354,1716380681.0937316,1716380681.1061606,1716380681.093732,1716380681.0971186,1716380681.1006818,1716380681.1006825,1716380681.0937538,1716380681.097084,1716380681.1032786,1716380681.1060746,1716380681.097085,1716380681.1032796,5354,1.0642144680023193,3.228057622909546,1716380681.1060748,,,,,,,
5355,1716380681.106209,1716380681.118387,1716380681.1062093,1716380681.1094651,1716380681.1130085,1716380681.113009,1716380681.1062305,1716380681.109412,1716380681.1154406,1716380681.1183145,1716380681.1094124,1716380681.1154413,5355,0.42654910683631897,2.491262197494507,1716380681.118315,,,,,,,
5356,1716380681.1184187,1716380681.1306286,1716380681.118419,1716380681.1217332,1716380681.1251857,1716380681.1251864,1716380681.118443,1716380681.121699,1716380681.1280105,1716380681.1305554,1716380681.1216996,1716380681.1280115,5356,0.17861318588256836,3.0764358043670654,1716380681.1305556,,,,,,,
5357,1716380681.130679,1716380681.1427248,1716380681.1306791,1716380681.1338885,1716380681.1376674,1716380681.137668,1716380681.1307013,1716380681.1338556,1716380681.1403186,1716380681.142651,1716380681.133856,1716380681.1403198,5357,0.5187875032424927,1.993323564529419,1716380681.1426513,,,,,,,
5358,1716380681.1427565,1716380681.1547198,1716380681.1427567,1716380681.1460176,1716380681.1494937,1716380681.1494942,1716380681.1427855,1716380681.1459823,1716380681.1519463,1716380681.1546476,1716380681.1459827,1716380681.151947,5358,0.5032137632369995,3.364441394805908,1716380681.1546478,,,,,,,
5359,1716380681.1547508,1716380681.1668367,1716380681.154751,1716380681.1580837,1716380681.1615708,1716380681.1615713,1716380681.1547756,1716380681.1580408,1716380681.164006,1716380681.1667573,1716380681.1580412,1716380681.1640067,5359,0.5808674693107605,1.8936094045639038,1716380681.1667573,,,,,,,
5360,1716380681.1668847,1716380681.1786976,1716380681.1668851,1716380681.1699495,1716380681.1733744,1716380681.1733751,1716380681.1669185,1716380681.169916,1716380681.1759253,1716380681.1786256,1716380681.1699164,1716380681.175926,5360,0.43439236283302307,3.2880101203918457,1716380681.1786258,,,,,,,
5361,1716380681.1787288,1716380681.190526,1716380681.178729,1716380681.1818185,1716380681.185257,1716380681.1852574,1716380681.1787524,1716380681.1817849,1716380681.1878564,1716380681.190454,1716380681.1817853,1716380681.1878572,5361,1.0964597463607788,1.6703678369522095,1716380681.1904542,,,,,,,
5362,1716380681.190556,1716380681.2023358,1716380681.1905568,1716380681.1936314,1716380681.1970003,1716380681.197001,1716380681.1905794,1716380681.1935985,1716380681.1994455,1716380681.2022638,1716380681.193599,1716380681.1994462,5362,0.44010359048843384,2.4473228454589844,1716380681.202264,,,,,,,
5363,1716380681.202367,1716380681.2143571,1716380681.2023675,1716380681.2055104,1716380681.2090647,1716380681.2090654,1716380681.2023914,1716380681.2054768,1716380681.2114396,1716380681.2142842,1716380681.2054777,1716380681.2114403,5363,0.6219730377197266,2.6729073524475098,1716380681.214285,,,,,,,
5364,1716380681.2143881,1716380681.2265594,1716380681.2143888,1716380681.2176712,1716380681.2211094,1716380681.2211103,1716380681.2144127,1716380681.2176383,1716380681.2235339,1716380681.2264874,1716380681.217639,1716380681.2235346,5364,0.29018089175224304,3.109678030014038,1716380681.2264876,,,,,,,
5365,1716380681.2266097,1716380681.238779,1716380681.2266102,1716380681.22979,1716380681.2331467,1716380681.2331474,1716380681.2266312,1716380681.229756,1716380681.2359128,1716380681.238708,1716380681.2297566,1716380681.2359138,5365,1.284203290939331,5.193103790283203,1716380681.2387083,,,,,,,
5366,1716380681.23881,1716380681.2511003,1716380681.2388105,1716380681.2421813,1716380681.2455108,1716380681.2455118,1716380681.2388341,1716380681.2421482,1716380681.247922,1716380681.2510257,1716380681.2421486,1716380681.2479227,5366,0.7955832481384277,1.659481406211853,1716380681.251026,,,,,,,
5367,1716380681.2511315,1716380681.2632182,1716380681.251132,1716380681.2542834,1716380681.2577121,1716380681.2577126,1716380681.2511556,1716380681.2542505,1716380681.2601166,1716380681.2631314,1716380681.254251,1716380681.2601173,5367,1.2624611854553223,2.142148017883301,1716380681.2631316,,,,,,,
5368,1716380681.2633617,1716380681.2756314,1716380681.263362,1716380681.26644,1716380681.269942,1716380681.2699428,1716380681.2633686,1716380681.2664063,1716380681.2724705,1716380681.275557,1716380681.266407,1716380681.2724717,5368,0.36036187410354614,2.8116047382354736,1716380681.2755573,,,,,,,
5369,1716380681.2756813,1716380681.2880435,1716380681.2756817,1716380681.278829,1716380681.282084,1716380681.2820847,1716380681.2757046,1716380681.2787957,1716380681.2845714,1716380681.2879732,1716380681.2787962,1716380681.2845721,5369,0.2557834982872009,2.842672824859619,1716380681.2879734,,,,,,,
5370,1716380681.2880807,1716380681.3003206,1716380681.2880812,1716380681.2910976,1716380681.2945983,1716380681.294599,1716380681.2880976,1716380681.2910497,1716380681.2971325,1716380681.3002493,1716380681.2910502,1716380681.2971332,5370,0.3869902491569519,2.301321506500244,1716380681.3002496,,,,,,,
5371,1716380681.30037,1716380681.3125713,1716380681.3003702,1716380681.3035069,1716380681.306875,1716380681.3068755,1716380681.3003907,1716380681.303473,1716380681.3093212,1716380681.3124995,1716380681.3034737,1716380681.3093219,5371,0.7630522847175598,3.779792070388794,1716380681.3124998,,,,,,,
5372,1716380681.3126185,1716380681.3246853,1716380681.312619,1716380681.3158221,1716380681.3192976,1716380681.319298,1716380681.3126402,1716380681.3157704,1716380681.3218596,1716380681.324601,1716380681.3157709,1716380681.3218603,5372,0.3248550295829773,2.73681640625,1716380681.3246012,,,,,,,
5373,1716380681.324735,1716380681.3366246,1716380681.3247354,1716380681.3278537,1716380681.3315053,1716380681.3315063,1716380681.324756,1716380681.32782,1716380681.3339453,1716380681.3365524,1716380681.3278205,1716380681.3339462,5373,0.3337840139865875,2.942192554473877,1716380681.3365529,,,,,,,
5374,1716380681.3366737,1716380681.3483846,1716380681.3366742,1716380681.3396778,1716380681.3429868,1716380681.3429873,1716380681.336695,1716380681.3396444,1716380681.3454263,1716380681.3483124,1716380681.3396451,1716380681.3454273,5374,1.0030618906021118,1.7159032821655273,1716380681.3483126,,,,,,,
